id,Ãû×Ö,Ä£ÐÍid,Í·ÏñID,¹¥»÷ÀàÐÍ,µÈ¼¶,ÉúÃüÖµ,ÒÆ¶¯ËÙ¶È,¹¥»÷·¶Î§,Îï¹¥,·¨¹¥,ÎïÀí·ÀÓù,·¨Êõ·ÀÓù,ÃüÖÐ,¶ãÉÁ,±©»÷,¿¹±©,¼¼ÄÜ1,¼¼ÄÜ1µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ1µÄÊ©·¨Ê±¼ä,¼¼ÄÜ2,¼¼ÄÜ2µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ2µÄÊ©·¨Ê±¼ä,¼¼ÄÜ3,¼¼ÄÜ3µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ3µÄÊ©·¨Ê±¼ä,¼¼ÄÜ4,¼¼ÄÜ4µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ4µÄÊ©·¨Ê±¼ä,É¾³ý
1463,·ÖÉí¡¤ÂÀ²¼,2449,720,0,100,696277,9000,,8098,8098,5715,5429,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
1464,Ä§¼§¾µÏñ,2878,617,0,100,696277,21500,,8098,8098,5715,5429,5790,2375,,,716009,10000,1500,719013,3000,1500,,,,,,,É¾³ý
1465,Ä§ÊÌ¾µÏñ,2894,381,0,100,696277,21500,,8098,8098,5715,5429,5790,2375,,,716010,10000,1500,719014,3000,1500,,,,,,,É¾³ý
1466,´óÄ§Éñ¾µÏñ,2884,885,0,100,696277,21500,,8098,8098,5715,5429,5790,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
1501,Ð¡»¢,68,107,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1502,Ð¡À¼,69,106,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1503,ÌÙÑý,306,62,0,34,348,21500,,423,423,292,277,307,190,,,701002,10000,1500,,,,,,,,,,É¾³ý
1504,É½÷Ì,117,59,0,34,348,21500,,423,423,292,277,307,190,,,701002,10000,1500,,,,,,,,,,É¾³ý
1505,ÔóÀ¼²Ý,138,140,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1506,ÇàÍÜ,40,88,0,17,116,21500,,194,194,131,124,162,102,,,701002,10000,1500,,,,,,,,,,É¾³ý
1507,Ë®¾«Áé,1106,61,0,25,204,21500,,295,295,202,191,224,141,,,701002,10000,1500,,,,,,,,,,É¾³ý
1508,É³´ü,122,269,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1509,öÞÈËÊ¿±ø,208,57,0,21,150,21500,,242,242,163,154,191,120,,,701002,10000,1500,,,,,,,,,,É¾³ý
1510,ÏÉº×²Ý,187,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1511,À÷¹í,210,8,0,16,331,21500,,210,210,130,123,155,97,,,701002,10000,1500,,,,,,,,,,É¾³ý
1512,·ã¾«,1105,17,0,36,394,21500,,455,455,317,301,328,201,,,701002,10000,1500,,,,,,,,,,É¾³ý
1513,ÄàÊ¬¹Ö,213,46,0,23,178,21500,,269,269,182,172,208,130,,,701002,10000,1500,,,,,,,,,,É¾³ý
1514,¹í»ð,128,272,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1515,öÞÉßÊÞ,1108,86,0,56,1067,21500,,840,840,643,610,610,359,,,701002,10000,1500,,,,,,,,,,É¾³ý
1516,Ò°Ô³,35,27,0,35,366,21500,,438,438,303,287,318,196,,,701002,10000,1500,,,,,,,,,,É¾³ý
1517,¾ÆÌ³,125,268,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1518,¹íÊ¥ÎïÆ·Ïä,214,112,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1519,¶¾·ä,215,41,0,20,422,21500,,263,263,160,152,182,114,,,701002,10000,1500,,,,,,,,,,É¾³ý
1520,¶¾µû,1151,91,0,34,313,21500,,423,465,262,321,307,190,,,710002,10000,1500,,,,,,,,,,É¾³ý
1521,¶¡Ïã»¨,124,247,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1522,»¨Ñý,29,21,0,19,392,21500,,250,250,153,145,175,110,,,701002,10000,1500,,,,,,,,,,É¾³ý
1523,Ë®Ñý,216,61,0,17,116,21500,,194,194,131,124,162,102,,,701002,10000,1500,,,,,,,,,,É¾³ý
1524,Öñ½Ú¹Ö,546,71,0,32,313,21500,,393,393,271,257,288,178,,,701002,10000,1500,,,,,,,,,,É¾³ý
1525,¿ÝÄ¾ÑýÍ·Áì,37,45,0,18,377,21500,,236,236,145,137,168,106,,,701002,10000,1500,,,,,,,,,,É¾³ý
1526,À½·ç²Ý,187,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1527,ÓãÑý¼×±ø,1107,51,0,29,263,21500,,350,350,241,228,258,161,,,701002,10000,1500,,,,,,,,,,É¾³ý
1528,Í¼¾í,98,261,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1529,ÁéÎÆ²Ý,136,126,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1530,Ë®ÑýÐÅÊ¹,216,61,0,14,288,21500,,184,184,115,109,142,89,,,0,10000,1500,,,,,,,,,,É¾³ý
1531,ÓÄÚ¤¹íÊ¥,217,25,0,25,618,21500,,339,339,212,201,224,141,,,701002,10000,1500,,,,,,,,,,É¾³ý
1532,ÐÖµÜÖ®Òå,89,272,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1533,ºìÓãÑý,34,53,0,28,246,21500,,336,336,231,219,250,155,,,701002,10000,1500,,,,,,,,,,É¾³ý
1534,ÇàÓãÑý,32,51,0,26,219,21500,,309,309,212,201,233,145,,,701002,10000,1500,,,,,,,,,,É¾³ý
1535,É½»¢,30,35,0,30,279,21500,,364,364,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1536,È¾ÒíÑýÍõ·ÖÉí,660,56,0,20,422,21500,,263,263,160,152,182,114,,,701002,10000,1500,,,,,,,,,,É¾³ý
1537,ÎïÀí¹Ö,28,17,0,29,263,21500,,350,350,241,228,258,161,,,701002,10000,1500,,,,,,,,,,É¾³ý
1538,·¨Êõ¹Ö,28,17,0,29,236,21500,,350,385,216,265,258,161,,,701002,10000,1500,,,,,,,,,,É¾³ý
1539,Ê÷ÑýÍõ,108,45,0,24,189,21500,,282,282,192,182,216,135,,,701002,10000,1500,,,,,,,,,,É¾³ý
1540,¸Ö×ì²ÔÓ¥,21,2,0,28,246,21500,,336,336,231,219,250,155,,,701002,10000,1500,,,,,,,,,,É¾³ý
1541,³àÑª·ã¾«,61,17,0,28,246,21500,,336,336,231,219,250,155,,,701002,10000,1500,,,,,,,,,,É¾³ý
1542,Ëå¾ü·ü±ø,526,363,0,38,451,21500,,489,489,346,328,349,214,,,701002,10000,1500,,,,,,,,,,É¾³ý
1601,ÇàÍÜ,40,88,0,3,28,21500,,45,45,35,33,74,47,,,701002,10000,1500,,,,,,,,,,É¾³ý
1602,Ò°Öí,3021,81,0,25,204,21500,,295,295,202,191,224,141,,,701002,10000,1500,,,,,,,,,,É¾³ý
1603,ó¦Ð·,28,17,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1604,Ò°»ÒÀÇ,134,47,0,9,62,21500,,106,106,74,70,108,68,,,701002,10000,1500,,,,,,,,,,É¾³ý
1605,ÌìÀÇÍ·Ä¿,3030,49,0,10,189,21500,,133,146,76,93,114,71,,,707003,10000,1500,,,,,,,,,,É¾³ý
1606,Ê¯ÁÖÐ¡»ì»ì,25,4,0,9,62,21500,,106,106,74,70,108,68,,,701002,10000,1500,,,,,,,,,,É¾³ý
1607,Ã¨Í·Ó¥,45,84,0,37,379,21500,,471,518,297,364,340,208,,,709002,10000,1500,,,,,,,,,,É¾³ý
1608,ºì¶Å¾é,124,247,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1609,´ÔÁÖ·ËÍ½,26,6,0,10,70,21500,,116,116,81,76,114,71,,,701002,10000,1500,,,,,,,,,,É¾³ý
1610,ÖñÁÖÇ¿µÁ,38,9,0,12,83,21500,,138,138,95,90,126,80,,,701002,10000,1500,,,,,,,,,,É¾³ý
1611,Á÷Ã¥¶ñ°Ô,27,7,0,14,96,21500,,160,160,110,104,142,89,,,701002,10000,1500,,,,,,,,,,É¾³ý
1612,ÂüÍÓÂÞ,123,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1613,¾ÞÔ³,35,27,0,15,101,21500,,171,171,116,110,148,93,,,701002,10000,1500,,,,,,,,,,É¾³ý
1614,Î±×°µÄÊ¿±ø,3024,25,0,16,110,21500,,183,183,124,117,155,97,,,701002,10000,1500,,,,,,,,,,É¾³ý
1615,ÂÌ¾ÞÀð,32,51,0,17,116,21500,,194,194,131,124,162,102,,,701002,10000,1500,,,,,,,,,,É¾³ý
1616,ºìòÔÈË,33,53,0,18,112,21500,,206,226,125,152,168,106,,,708003,10000,1500,,,,,,,,,,É¾³ý
1617,×ÏÑæÄ§Å£,47,82,0,16,110,21500,,183,183,124,117,155,97,,,701002,10000,1500,,,,,,,,,,É¾³ý
1618,À¶Æ¤Ä§Ïó,23,89,0,18,125,21500,,206,206,139,132,168,106,,,701002,10000,1500,,,,,,,,,,É¾³ý
1619,Ä§Ïó¾«Ó¢,24,89,0,19,392,21500,,250,250,153,145,175,110,,,701002,10000,1500,,,,,,,,,,É¾³ý
1620,Æß¾ø»¨,138,140,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1621,ÎÛ¹¸Îï,127,264,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1622,Ä§×å×ß¹·,115,496,0,13,88,21500,,149,149,103,97,133,84,,,701002,10000,1500,,,,,,,,,,É¾³ý
1623,Ä§×å¾«Ó¢,116,48,0,14,259,21500,,184,202,103,126,142,89,,,710001,10000,1500,,,,,,,,,,É¾³ý
1624,ÀÏÍ·µÄ·ÖÉí,59,114,0,15,304,21500,,196,196,121,114,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
1625,ÉñÃØ±¦Ïä,120,146,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1627,Ð¡µØ¾«,1129,355,0,33,330,21500,,408,408,281,266,298,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
1628,ÆÕÖ®¸ß,36,5,0,20,853,21500,,274,274,183,173,182,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
1629,Å£ÍÜ,40,88,0,32,313,21500,,393,393,271,257,288,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
1630,Áéµû,501,375,0,32,313,21500,,393,393,271,257,288,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
1631,Ö¹Ñª²Ý,123,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1632,½Ù²Æ·ËÍ½,26,6,0,21,150,21500,,242,242,163,154,191,120,,,701002,10000,1500,,,,,,,,,,É¾³ý
1633,·ËÍ½Í·Ä¿,27,7,0,32,1733,21500,,471,518,292,357,288,178,,,701002,10000,1500,,,,,,,,,,É¾³ý
1634,Ëå¾ü×·±ø,524,364,0,37,379,21500,,471,518,297,364,340,208,,,701002,10000,1500,,,,,,,,,,É¾³ý
1635,Ä§Ô³Ê×Áì,182,27,0,22,900,21500,,184,202,185,226,199,125,,,701002,10000,1500,,,,,,,,,,É¾³ý
1636,ÑªÀÇ,3029,47,0,38,405,21500,,489,537,311,380,349,214,,,701002,10000,1500,,,,,,,,,,É¾³ý
1637,µÆÐ¾ÌÙ,136,126,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1638,ºþ±ß½Ù·Ë,39,8,0,23,178,21500,,269,269,182,172,208,130,,,701002,10000,1500,,,,,,,,,,É¾³ý
1639,Ð×º·½Ù·Ë,179,11,0,23,1087,21500,,193,193,218,207,208,130,,,701002,10000,1500,,,,,,,,,,É¾³ý
1640,Ò©²Ý,136,126,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1641,ÑªÑÛºü,188,3,0,38,405,21500,,489,537,311,380,349,214,,,701002,10000,1500,,,,,,,,,,É¾³ý
1642,Ò°Å£,1157,82,0,39,475,21500,,506,506,361,342,360,220,,,701002,10000,1500,,,,,,,,,,É¾³ý
1643,·ïÎ²²Ý,138,140,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1644,¾ÞÎ²·ä,536,42,0,37,379,21500,,471,518,297,364,340,208,,,701002,10000,1500,,,,,,,,,,É¾³ý
1645,½ðÒí·ä,1158,44,0,35,329,21500,,438,481,272,333,318,196,,,701002,10000,1500,,,,,,,,,,É¾³ý
1646,Ò°²Ë,137,133,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1647,ÑýÄ§ÃÜÌ½,108,45,0,24,189,21500,,282,282,192,182,216,135,,,701002,10000,1500,,,,,,,,,,É¾³ý
1648,ÃÔ»êÍÁ·Ë,38,9,0,40,510,21500,,524,524,376,357,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
1649,öÞÈË,34,53,0,40,459,21500,,524,576,338,413,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
1650,ÇÐ´èµÄ·ç³Û,145,150,0,22,450,21500,,184,202,185,226,199,125,,,710008,10000,1500,,,,,,,,,,É¾³ý
1651,±»Ê©·¨µÄ´åÃñ,1587,378,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1652,É½Ò°Ç¿µÁ,180,11,0,31,296,21500,,379,379,262,248,277,172,,,701002,10000,1500,,,,,,,,,,É¾³ý
1653,Ò°¹û,136,126,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1654,Áè·ç×·ËæÕß,39,8,1,38,451,21500,,489,489,346,328,349,214,,,0,10000,1500,,,,,,,,,,É¾³ý
1655,Áè·ç×·ËæÕß,39,8,0,38,451,21500,,489,489,346,328,349,214,,,701002,10000,1500,,,,,,,,,,É¾³ý
1656,Ä§»¯ÏóÈË,24,89,0,39,427,21500,,506,556,324,397,360,220,,,701002,10000,1500,,,,,,,,,,É¾³ý
1657,Íö»êÊ¿±ø,3024,25,0,42,509,21500,,560,616,366,447,397,241,,,701002,10000,1500,,,,,,,,,,É¾³ý
1658,´óµÁÁè·ç,147,150,0,26,1341,21500,,222,222,254,241,233,145,,,701002,10000,1500,,,,,,,,,,É¾³ý
1659,»Ø¼ÒµÄÕÅÐ¡±¦,68,107,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1660,´ò¶·µÄÔÆÈ¾,53,123,1,1,18,21500,,15,15,22,20,62,40,,,701002,10000,1500,,,,,,,,,,É¾³ý
1661,öÞÈËÊØÎÀ,34,53,1,1,18,21500,,15,15,22,20,62,40,,,701002,10000,1500,,,,,,,,,,É¾³ý
1701,ÉòÍòÉ½,63,110,0,25,204,21500,,295,295,202,191,224,141,,,0,10000,1500,,,,,,,,,,É¾³ý
1702,ÍõÉß³âºò,301,38,0,44,634,21500,,478,478,439,417,422,256,,,701002,10000,1500,,,,,,,,,,É¾³ý
1703,Çà½ÌºìÒÂÔô,36,5,0,42,566,21500,,560,560,407,386,397,241,,,701002,10000,1500,,,,,,,,,,É¾³ý
1704,öÞÈËÕ½½«,273,55,0,43,603,21500,,462,462,422,400,410,249,,,701002,10000,1500,,,,,,,,,,É¾³ý
1705,ÍõÉß¶ñ°Ô,283,39,0,40,510,21500,,524,524,376,357,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
1706,½¿½¿µû,704,375,0,46,705,21500,,635,635,472,448,450,272,,,701002,10000,1500,,,,,,,,,,É¾³ý
1707,ÅÑ¾üÉñ·ç¶ÓÔ±,1160,442,0,41,540,21500,,542,542,391,371,383,233,,,701002,10000,1500,,,,,,,,,,É¾³ý
1708,ÅÑ¾üÍ»Ï®¶ÓÔ±,1159,440,0,49,812,21500,,695,695,523,496,491,294,,,701002,10000,1500,,,,,,,,,,É¾³ý
1709,öÞÈË×å»¤·¨,206,54,0,42,566,21500,,560,560,407,386,397,241,,,701002,10000,1500,,,,,,,,,,É¾³ý
1710,ÐþÐÄ,271,89,0,33,1008,21500,,469,469,295,280,298,183,,,701002,10000,1500,,,,,,,,,,É¾³ý
1711,ÃÍÏó×åÊ×Áì,270,89,0,32,955,21500,,451,451,284,269,288,178,,,701002,10000,1500,,,,,,,,,,É¾³ý
1712,òÚò¼²Ý,136,126,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1713,°ÙÂ¶»¨,123,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1714,»ðÒ©Ïä,114,145,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1715,Á¸²Ý¶Ñ,432,277,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1716,»úÅÚ,177,146,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1717,µ¯Ò©Ïä,177,146,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1718,·ïÑô²Ý,187,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1719,»ðÒ©Ïä,114,145,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1720,öÞÈËÔ®±ø,303,51,0,41,540,21500,,542,542,391,371,383,233,,,701002,10000,1500,,,,,,,,,,É¾³ý
1721,Ä§»¯¾Þ·ä,629,43,0,48,778,21500,,674,674,505,479,476,287,,,701002,10000,1500,,,,,,,,,,É¾³ý
1722,Í­Ç®Ð¡Ôô,593,406,0,57,1106,21500,,861,861,660,627,625,368,,,701002,10000,1500,,,,,,,,,,É¾³ý
1723,Çà½ÌÀ¶ÒÂÔô,25,4,0,45,667,21500,,616,616,455,432,436,264,,,701002,10000,1500,,,,,,,,,,É¾³ý
1724,ÔÆöª,1426,58,0,82,168112,21500,,6369,6369,3218,3057,3810,1527,,,701002,10000,1500,,,,,,,,,,É¾³ý
1725,±ÌÑþ,1425,61,0,82,201734,21500,,6369,6369,3218,3057,3810,1527,,,701002,10000,1500,,,,,,,,,,É¾³ý
1726,ÔÆÇáÂÜ,1424,459,0,82,218546,21500,,6824,6824,3218,3057,3810,1527,,,701002,10000,1500,,,,,,,,,,É¾³ý
1727,³àÏö,1351,31,0,82,235357,21500,,6824,6824,3218,3057,3810,1527,,,701002,10000,1500,,,,,,,,,,É¾³ý
1728,ÍÁ¶¹,1419,465,0,82,235357,21500,,7278,7278,3218,3057,3810,1527,,,701002,10000,1500,,,,,,,,,,É¾³ý
1729,Áú¹ê,1226,487,1,43,603,21500,,578,578,422,400,410,249,,,0,10000,1500,,,,,,,,,,É¾³ý
1730,ÅÑ¾üÑ²Âß±ø,982,479,0,48,778,21500,,539,539,505,479,476,287,,,701002,10000,1500,,,,,,,,,,É¾³ý
1731,ÅÑ¾üÊ¿±ø,981,478,0,50,853,21500,,572,572,541,513,508,303,,,701002,10000,1500,,,,,,,,,,É¾³ý
1732,ÅÑ¾ü»¤ÎÀ,983,480,0,50,2667,21500,,658,658,568,539,508,303,,,701002,10000,1500,,,,,,,,,,É¾³ý
1733,°Ë¶ÙµùÖ®Ä¹,648,404,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1801,À¶»ð±ùó¸,1104,378,1,45,667,21500,,616,616,455,432,436,264,,,0,10000,1500,,,,,,,,,,É¾³ý
1802,ÑªÀÇ,3029,47,0,56,1067,21500,,840,840,643,610,610,359,,,701002,10000,1500,,,,,,,,,,É¾³ý
1803,ÁåÀ¼,137,62,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1804,öÞÈËÊÌÎÀ,22,86,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1805,ÏìÎ²Éß,283,39,0,48,778,21500,,674,674,505,479,476,287,,,701001,10000,1500,,,,,,,,,,É¾³ý
1806,¶òÁé²Ý,290,248,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1807,ºÚË®ÐþÉß,336,39,0,52,924,21500,,756,756,574,545,541,321,,,701002,10000,1500,,,,,,,,,,É¾³ý
1808,öÞÈËÊÌÎÀ,22,86,0,30,849,21500,,418,418,263,249,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1809,ÂåÓðµÄËøÉñÖé,89,272,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1810,ÌìÀÇ,22,86,0,45,667,21500,,616,616,455,432,436,264,,,701002,10000,1500,,,,,,,,,,É¾³ý
1811,±äÒìÃçÃñ,292,4,1,30,279,21500,,364,364,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1812,¿ñ±©ÃçÃñ,293,6,0,30,279,21500,,364,364,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1813,ÀÇÖë,1102,407,0,65,1438,21500,,1049,1049,817,776,1090,643,,,701002,10000,1500,,,,,,,,,,É¾³ý
1814,öÞÈËÊØÎÀ,294,86,0,30,279,21500,,364,364,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1815,À¶»ð±ùó¸,1104,378,0,43,603,21500,,578,578,422,400,410,249,,,701002,10000,1500,,,,,,,,,,É¾³ý
1816,À¶ôá»¨,123,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1817,öÞÈËÊ¿±ø,32,51,2,30,279,21500,,364,364,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1818,Æß²ÊµûÈË,1103,375,0,48,778,21500,,674,674,505,479,476,287,,,701002,10000,1500,,,,,,,,,,É¾³ý
1819,öÞÈËÑ²²é±ø,295,53,0,30,279,21500,,364,364,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1820,ÂåÓð,282,50,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,701002,10000,1500,,,,,,,,,,É¾³ý
1821,Ê§¿ØµÄÃçÃñ,293,6,1,1,18,21500,,25,25,22,20,62,40,,,701002,10000,1500,,,,,,,,,,É¾³ý
1822,¶ñöÞÕ½½«,299,57,0,56,3371,21500,,966,966,675,641,610,359,,,701002,10000,1500,,,,,,,,,,É¾³ý
1823,ºÚöè,658,56,0,58,3611,21500,,1021,1021,722,685,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
1824,ÉñÃØ½õºÐ,119,144,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1825,ÌìÀÇ,46,496,0,70,1970,21500,,1299,1299,1054,1001,1505,896,,,701002,10000,1500,,,,,,,,,,É¾³ý
1826,ËøÉñÖé,85,274,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1827,»ÃµûÑý,501,375,0,62,1305,21500,,978,978,760,722,844,495,,,701002,10000,1500,,,,,,,,,,É¾³ý
1828,×Ïôá»¨,123,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1829,Ó×ÀÇ,313,47,0,30,195,21500,,255,255,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1830,½ðÉßÍõ,327,39,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
1831,ÁéÉßÊØÎÀ,336,39,0,75,3490,21500,,2013,2013,1733,1646,1933,1155,,,701002,10000,1500,,,,,,,,,,É¾³ý
1832,¶ñöÞÊ¿±ø,32,51,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
1833,¶ñöÞÕ½Ê¿,333,57,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
1834,¶ñöÞ½£Ê¿,334,57,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
1835,¶ñöÞ´¸±ø,335,53,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
1836,¶ñöÞÎ×Ê¦,297,54,0,57,1106,21500,,861,861,660,627,625,368,,,701002,10000,1500,,,,,,,,,,É¾³ý
1837,°ëÀÇÈË,540,48,2,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
1838,·´»÷µÄÃçÃñ,337,92,2,56,1067,21500,,840,840,643,610,610,359,,,701002,10000,1500,,,,,,,,,,É¾³ý
1839,Ò©Ì¶Ë®Áé,216,61,0,54,992,21500,,797,797,608,577,576,340,,,701002,10000,1500,,,,,,,,,,É¾³ý
1840,·¢¿ñµÄÇàÄê¹í»ê,200,157,0,31,811,21500,,435,478,247,302,277,172,,,707028,10000,1500,,,,,,,,,,É¾³ý
1841,Ð¡Âó,22,86,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1842,À¼»¨,123,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
1843,Â½ÎÞÎª,63,110,0,31,902,21500,,435,435,275,261,277,172,,,710002,10000,1500,,,,,,,,,,É¾³ý
1844,Ê³ÈË»¨,29,21,0,49,812,21500,,695,695,523,496,491,294,,,701002,10000,1500,,,,,,,,,,É¾³ý
1845,»ÃÓ°¾ÞÔ³,35,27,0,58,1139,21500,,888,888,688,653,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
1846,ÎÛÄà¾«,212,46,0,72,2567,21500,,1584,1584,1325,1258,1676,999,,,701002,10000,1500,,,,,,,,,,É¾³ý
1847,ÑÒÊ¯¾ÞÁé,341,69,0,56,1067,21500,,840,840,643,610,610,359,,,701002,10000,1500,,,,,,,,,,É¾³ý
1848,Áé»êÊÕ¸îÕß,461,32,0,75,11464,21500,,2314,2314,1819,1728,1933,1155,,,701002,10000,1500,,,,,,,,,,É¾³ý
1849,ÂÞÊ¿ÐÅÊ¬Ê×,190,60,1,30,279,21500,,364,364,251,238,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
1850,½Ù·Ë,296,92,0,30,279,21500,,298,298,251,238,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1851,¶ñ¹í,503,376,0,30,849,21500,,418,418,263,249,266,166,,,701002,10000,1500,,,,,,,,,,É¾³ý
1852,À¶»ð±ùó¸,1154,378,0,100,11624,21500,,5399,5399,4763,4524,3860,2375,,,719010,10000,1500,,,,,,,,,,É¾³ý
1853,ÁÖ´ó,1430,440,0,60,22579,21500,,1959,1959,868,824,1020,395,,,701002,10000,1500,,,,,,,,,,É¾³ý
